Unified Code Counter - U.S. Government Edition (UCC-G)
(c) Copyright 2015 - 2017 United States Government

MAINTAINABILITY INDEX METRICS RESULTS
Generated by USC CSSE Unified Code Counter - Java (UCC-J) 2018.05 (Based on UCC-G v.1.1.1) on 10/28/2023
UCC-G -dir src/main/java/com/utfpr/ 

Cyclomatic Complexity,Halstead Volume,MI without Comments,MI with Comments,Language,Filename
26,1826.1568275325242,54.57930968915524,54.57930968915524,JAVA,C:\Users\mathe\Documents\a05_2171481\src\main\java\com\utfpr\ListaEncadeada.java
4,349.403623592787,92.80359312563716,92.80359312563716,JAVA,C:\Users\mathe\Documents\a05_2171481\src\main\java\com\utfpr\Main.java
8,743.0877197982659,73.11583434889964,73.11583434889964,JAVA,C:\Users\mathe\Documents\a05_2171481\src\main\java\com\utfpr\RegressaoLinearMultipla.java
